carne_producida,carneros,corderos,direccion_viento,finura_lana,humedad,lana_producida,localidad,mm_lluvia,muertes,ovejas,pariciones,rinde_lana,temperatura_maxima,temperatura_minima,velocidad_viento,periodo
816,4,94,120,1940,53.4,2722,Gaiman,0.0,47,2697,279,1857,-0.6,4.7,3.5,2010-08-29
702,5,134,115,2638,57.3,1066,Gaiman,0.3,36,1583,348,1716,-0.4,3.8,5.8,2010-08-30
814,5,97,166,1683,50.1,2327,Gaiman,0.0,28,2692,240,2136,-3.0,2.0,2.8,2010-08-31
242,1,96,135,1969,56.3,1756,Gaiman,0.0,23,1212,210,1541,-4.0,3.1,4.7,2010-09-01
680,5,148,155,1642,56.3,2863,Gaiman,0.0,35,1563,460,1839,-4.0,3.1,4.7,2010-09-02
529,5,102,125,2468,60.5,1761,Gaiman,0.0,42,1814,283,2320,0.6,9.1,5.6,2010-09-03
641,5,95,105,2840,60.5,2300,Gaiman,0.0,3,2079,464,1714,0.6,9.1,5.6,2010-09-04
303,1,138,102,1921,46.0,2877,Gaiman,0.0,6,2204,264,2255,4.2,10.0,4.8,2010-09-05
237,1,128,156,2948,46.0,1780,Gaiman,0.0,20,1334,285,2114,4.2,10.0,4.8,2010-09-06
636,5,123,118,1227,46.4,1287,Gaiman,0.0,19,1489,368,2079,0.1,7.8,6.9,2010-09-07
144,4,178,134,1554,46.4,2429,Gaiman,0.0,36,1616,211,1022,0.1,7.8,6.9,2010-09-08
54,2,150,102,2603,46.3,2166,Gaiman,0.0,12,2913,332,2368,3.3,7.9,5.8,2010-09-09
287,1,108,94,1175,46.3,2418,Gaiman,0.0,14,1654,447,2674,3.3,7.9,5.8,2010-09-10
913,1,116,98,1982,76.1,2926,Gaiman,1.3,18,1018,359,1545,3.6,6.4,1.1,2010-09-11
200,2,121,142,2815,76.1,1822,Gaiman,1.3,39,1064,441,1863,3.6,6.4,1.1,2010-09-12
180,1,142,169,2569,83.6,2272,Gaiman,0.0,43,2437,484,2705,2.7,6.6,1.3,2010-09-13
934,5,138,119,1239,83.6,1573,Gaiman,0.0,11,2577,266,1316,2.7,6.6,1.3,2010-09-14
643,5,166,115,2586,75.5,2348,Gaiman,0.5,41,2679,449,1752,1.3,6.7,0.8,2010-09-15
757,3,131,137,1003,75.5,2289,Gaiman,0.5,49,1178,483,1472,1.3,6.7,0.8,2010-09-16
528,1,104,172,2302,66.9,1427,Gaiman,0.0,12,2219,425,1177,1.6,8.2,1.9,2010-09-17
872,4,162,106,1454,66.9,1870,Gaiman,0.0,9,2739,360,2322,1.6,8.2,1.9,2010-09-18
374,1,148,134,2894,64.3,2337,Gaiman,0.0,35,1418,232,1136,1.3,8.1,3.1,2010-09-19
760,5,114,125,2015,64.3,1073,Gaiman,0.0,41,1281,491,2636,1.3,8.1,3.1,2010-09-20
594,2,146,159,1643,66.8,2556,Gaiman,0.0,16,1538,269,2081,0.5,7.1,2.1,2010-09-21
439,2,139,138,2281,66.8,2039,Gaiman,0.0,50,2348,409,1273,0.5,7.1,2.1,2010-09-22
116,4,127,171,2574,70.3,1953,Gaiman,0.0,9,1116,494,1629,4.6,7.8,1.3,2010-09-23
38,4,173,155,1190,70.3,1333,Gaiman,0.0,8,1387,300,1025,4.6,7.8,1.3,2010-09-24
829,4,110,121,1626,54.9,2606,Gaiman,0.0,35,2049,433,2461,2.1,9.2,4.3,2010-09-25
26,2,128,159,2553,54.9,1512,Gaiman,0.0,17,2177,381,2426,2.1,9.2,4.3,2010-09-26
946,5,92,154,1121,55.3,1708,Gaiman,0.0,17,2318,225,1232,3.3,7.8,6.1,2010-09-27
974,4,144,174,2172,55.3,1986,Gaiman,0.0,44,1890,389,1023,3.3,7.8,6.1,2010-09-28
853,2,139,115,1615,50.5,1903,Gaiman,0.0,5,2741,271,2609,-2.8,4.7,3.5,2010-09-29
710,2,144,131,1878,50.5,1206,Gaiman,0.0,28,2302,424,2506,-2.8,4.7,3.5,2010-09-30
525,5,123,116,1843,47.2,1999,Gaiman,0.0,6,1066,319,1904,8.2,12.3,9.2,2010-10-01
385,1,93,124,1544,55.0,1188,Gaiman,1.5,32,1022,369,1951,5.7,11.3,10.5,2010-10-02
720,4,123,101,2633,71.9,1348,Gaiman,0.3,13,2690,344,2584,2.9,8.4,4.2,2010-10-03
681,4,111,179,2896,47.7,2043,Gaiman,0.0,14,2782,343,2760,2.7,8.9,4.7,2010-10-04
500,1,142,143,1531,49.5,1907,Gaiman,0.0,13,1268,324,1959,1.2,9.4,3.4,2010-10-05
929,4,178,98,2773,47.3,1788,Gaiman,0.0,19,1729,204,1654,1.7,9.2,5.3,2010-10-06
55,5,98,106,2931,44.9,1870,Gaiman,0.0,24,2731,228,2500,5.9,9.8,8.2,2010-10-07
449,5,106,99,1264,43.0,1158,Gaiman,0.0,42,2650,320,2685,3.4,9.3,6.9,2010-10-08
330,2,107,161,1628,36.3,1846,Gaiman,0.0,34,1767,356,2361,6.8,12.6,8.0,2010-10-09
774,4,143,142,2843,47.6,1989,Gaiman,0.0,39,1449,348,2518,12.1,16.2,10.5,2010-10-10
194,5,134,110,2409,59.2,1209,Gaiman,0.0,28,2535,208,1117,7.6,12.4,6.8,2010-10-11
86,1,137,160,1141,72.9,2361,Gaiman,0.0,12,2129,392,2454,2.8,8.6,1.9,2010-10-12
337,4,94,171,2110,42.8,2009,Gaiman,0.0,31,2546,287,1336,6.2,10.6,6.6,2010-10-13
9,4,136,106,2186,46.7,2249,Gaiman,0.0,20,2591,359,1579,2.1,10.3,2.9,2010-10-14
715,5,115,161,2435,53.5,2622,Gaiman,0.0,35,2532,403,1124,-0.8,8.7,3.9,2010-10-15
200,1,168,115,1967,56.4,2777,Gaiman,0.0,2,1654,320,1622,-0.6,8.4,1.3,2010-10-16
864,4,168,139,2919,45.1,1647,Gaiman,0.0,14,1299,321,2825,5.1,11.1,4.8,2010-10-17
23,4,138,168,2401,40.2,2002,Gaiman,0.0,40,1982,243,2214,3.1,11.4,7.7,2010-10-18
297,5,104,93,2724,50.6,1879,Gaiman,0.5,33,1325,272,2530,9.2,13.5,8.4,2010-10-19
404,1,98,163,1187,51.6,1040,Gaiman,0.8,48,1292,463,2700,3.5,8.1,6.4,2010-10-20
845,4,128,168,2008,39.8,1649,Gaiman,0.0,16,1632,233,1618,5.1,9.5,6.6,2010-10-21
901,2,169,127,1255,45.6,1067,Gaiman,0.0,41,2647,293,1764,3.2,9.6,5.0,2010-10-22
981,5,138,146,2584,51.2,2149,Gaiman,0.0,31,2098,375,2316,4.7,11.6,4.7,2010-10-23
722,4,116,117,2961,48.9,1131,Gaiman,0.0,14,3000,472,1546,7.1,12.3,5.0,2010-10-24
758,3,96,139,1718,45.9,1825,Gaiman,0.0,17,2712,399,1383,5.7,13.6,2.9,2010-10-25
733,3,149,172,1581,56.3,2420,Gaiman,0.0,50,1647,339,2294,2.1,10.1,0.3,2010-10-26
133,4,163,173,2601,55.8,1767,Gaiman,0.0,49,2908,459,2076,7.1,12.9,1.8,2010-10-27
771,2,179,104,2870,67.7,1982,Gaiman,0.0,43,1823,346,2289,3.6,9.7,0.5,2010-10-28
104,3,165,106,2149,59.4,2461,Gaiman,0.0,38,2086,453,2255,6.1,12.2,3.2,2010-10-29
697,3,162,159,1224,46.7,2426,Gaiman,0.0,23,1547,359,2287,7.8,12.9,5.0,2010-10-30
734,2,115,100,1626,54.0,1230,Gaiman,0.0,39,1561,320,2855,6.6,14.9,5.0,2010-10-31
692,1,142,164,2127,54.6,1355,Gaiman,0.0,49,2218,389,2764,9.7,15.4,4.8,2010-11-01
75,5,101,121,1845,64.2,2398,Gaiman,0.0,46,2903,372,1658,6.4,14.0,0.8,2010-11-02
63,5,152,159,1587,60.9,1961,Gaiman,0.0,32,2130,223,1111,9.6,13.7,4.0,2010-11-03
424,1,165,103,2472,43.7,1414,Gaiman,0.0,1,1934,259,1446,8.1,13.2,4.3,2010-11-04
858,5,159,116,1008,55.2,1050,Gaiman,0.0,5,1570,337,2852,9.3,13.6,4.5,2010-11-05
532,2,140,95,2094,66.4,1822,Gaiman,3.8,15,2512,498,2443,5.8,12.1,2.3,2010-11-06
223,3,154,135,1663,65.3,2607,Gaiman,2.4,3,2600,458,1742,3.1,7.8,3.1,2010-11-07
816,1,171,176,2328,47.7,1300,Gaiman,0.0,47,1259,421,2303,6.1,11.3,6.8,2010-11-08
204,3,142,167,2975,55.4,1502,Gaiman,0.0,9,2697,436,2474,0.4,10.9,1.9,2010-11-09
726,4,173,159,2118,58.8,1952,Gaiman,0.0,34,1667,409,1512,1.1,11.8,0.8,2010-11-10
705,3,176,97,1899,53.7,2583,Gaiman,0.0,35,2998,298,2098,4.2,12.7,2.3,2010-11-11
679,5,160,138,2544,38.9,2853,Gaiman,0.0,38,2809,449,2613,7.1,12.7,5.3,2010-11-12
945,3,146,123,2745,49.3,2627,Gaiman,0.0,20,1145,214,2105,2.3,11.6,1.9,2010-11-13
254,2,92,160,1872,57.0,2434,Gaiman,0.0,43,1078,398,1277,2.0,11.8,1.1,2010-11-14
527,2,160,110,2876,45.7,2238,Gaiman,0.0,1,1754,271,1299,12.3,16.6,3.5,2010-11-15
364,5,167,173,1760,54.6,1302,Gaiman,0.0,32,2423,445,2986,11.4,15.4,3.9,2010-11-16
185,4,119,179,2719,43.8,1730,Gaiman,0.0,9,2913,340,2924,10.9,13.8,4.8,2010-11-17
946,4,115,92,1267,46.2,1272,Gaiman,0.0,37,2050,294,1389,9.9,13.7,5.3,2010-11-18
57,5,103,151,2812,38.5,2515,Gaiman,0.0,22,1154,254,2844,5.5,11.8,5.0,2010-11-19
3,3,112,134,1648,50.9,2820,Gaiman,0.0,2,1110,447,2232,4.7,10.3,5.5,2010-11-20
863,4,103,168,1303,41.1,2787,Gaiman,0.0,33,1640,378,1766,5.7,10.0,5.6,2010-11-21
431,5,135,107,2111,49.7,1420,Gaiman,0.0,11,1105,431,2307,8.5,13.0,8.5,2010-11-22
579,2,141,166,1417,43.1,1713,Gaiman,0.2,50,1083,216,1325,9.1,14.6,8.7,2010-11-23
266,5,152,158,1812,37.4,2784,Gaiman,0.0,33,2196,497,1167,8.2,11.9,8.0,2010-11-24
85,5,142,119,2767,48.8,1670,Gaiman,0.0,44,2652,200,2668,6.3,13.6,6.0,2010-11-25
879,3,158,172,2507,44.1,1512,Gaiman,0.0,37,2837,258,1672,9.8,13.1,5.0,2010-11-26
663,1,126,132,2467,49.5,1176,Gaiman,0.0,22,1435,242,1732,4.2,12.2,3.4,2010-11-27
783,3,90,110,2444,45.9,1445,Gaiman,0.0,44,1656,233,1429,6.2,12.7,5.8,2010-11-28
564,2,98,112,2246,38.9,1260,Gaiman,0.0,37,1270,389,2360,7.7,11.1,7.2,2010-11-29
732,2,108,106,2016,48.3,2619,Gaiman,1.2,48,1147,447,2044,6.7,10.7,8.7,2010-11-30
775,5,117,167,2880,47.9,2556,Gaiman,0.4,15,2933,349,2677,4.5,8.7,9.0,2010-12-01
65,2,102,116,1170,39.7,1050,Gaiman,0.0,36,2739,425,1224,5.3,9.6,7.9,2010-12-02
923,3,103,162,1896,45.9,2351,Gaiman,0.0,7,1026,237,1838,4.3,11.8,6.3,2010-12-03
804,3,100,119,1316,32.1,2358,Gaiman,0.0,43,2740,273,2455,11.6,16.1,8.2,2010-12-04
658,5,117,134,2784,48.2,2694,Gaiman,0.0,9,1702,290,2660,11.6,14.8,6.9,2010-12-05
129,1,118,160,1509,32.8,2601,Gaiman,0.0,6,2672,364,2026,10.9,16.6,7.7,2010-12-06
769,1,175,132,1925,41.9,2138,Gaiman,0.0,16,1726,231,2615,8.6,12.9,6.4,2010-12-07
460,4,117,137,1507,46.2,2321,Gaiman,0.0,13,1699,300,2279,8.5,12.7,9.2,2010-12-08
55,1,122,177,1170,59.8,2631,Gaiman,5.4,1,1320,481,2238,5.1,8.4,6.0,2010-12-09
690,5,112,113,1837,62.0,2171,Gaiman,1.2,11,2002,312,1069,1.3,6.9,2.6,2010-12-10
539,2,144,146,2643,49.5,2154,Gaiman,0.0,29,2665,374,2585,-0.1,9.9,4.7,2010-12-11
6,1,119,128,1662,44.6,1176,Gaiman,0.0,39,1597,256,2910,9.7,15.1,13.2,2010-12-12
846,2,129,101,2051,35.3,1077,Gaiman,0.0,30,1731,462,1888,12.3,18.4,7.6,2010-12-13
149,3,144,176,2587,41.2,2936,Gaiman,0.0,4,2351,247,1030,8.6,14.6,6.9,2010-12-14
379,1,151,134,1623,46.7,1715,Gaiman,0.0,49,1890,292,2060,10.8,14.7,7.4,2010-12-15
967,2,123,128,1790,50.2,2982,Gaiman,0.0,38,1252,250,2843,7.4,14.2,4.2,2010-12-16
635,1,103,169,2164,37.3,2743,Gaiman,0.0,43,2767,267,2973,4.4,9.3,5.5,2010-12-17
332,4,174,147,1571,49.9,2588,Gaiman,0.0,41,2754,305,1417,7.5,11.1,4.5,2010-12-18
137,4,154,147,1569,43.8,2483,Gaiman,0.0,36,1561,361,2739,10.7,14.3,6.3,2010-12-19
656,3,141,149,2413,48.9,1183,Gaiman,3.6,17,2371,363,1691,10.6,15.5,9.3,2010-12-20
392,3,144,107,2939,33.8,1491,Gaiman,0.0,19,2448,221,1603,10.9,14.4,7.6,2010-12-21
677,5,106,112,2330,48.0,2825,Gaiman,0.0,17,2627,368,1305,6.8,14.6,5.1,2010-12-22
981,2,165,120,2669,39.5,1786,Gaiman,0.0,22,1975,298,2263,11.8,15.7,6.0,2010-12-23
243,4,126,132,2143,41.1,1253,Gaiman,0.0,40,2039,352,2733,11.8,16.7,10.0,2010-12-24
723,3,109,126,1567,43.7,2852,Gaiman,0.0,40,2658,496,1091,12.8,17.4,8.4,2010-12-25
846,4,121,95,2091,51.4,1791,Gaiman,0.0,19,1795,254,1335,13.7,17.8,4.7,2010-12-26
262,3,161,166,1246,40.1,1378,Gaiman,0.0,3,2310,429,1151,14.2,18.5,5.6,2010-12-27
131,2,143,115,1599,41.7,2537,Gaiman,0.0,22,2945,388,2390,9.6,18.3,3.4,2010-12-28
286,4,125,106,1818,43.3,2310,Gaiman,0.0,8,2832,326,2076,7.4,19.6,2.3,2010-12-29
951,3,134,99,1219,50.5,1914,Gaiman,0.0,34,1879,288,2636,7.6,19.8,1.8,2010-12-30
320,4,159,119,1549,43.3,1004,Gaiman,0.0,20,1415,276,2444,14.1,21.3,5.1,2010-12-31
37,3,121,168,2374,59.6,1092,Gaiman,0.4,50,1360,421,1157,8.1,18.8,0.6,2011-01-01
159,4,145,154,2599,59.8,1827,Gaiman,0.0,22,1427,435,2734,10.8,19.8,0.8,2011-01-02
689,1,98,130,1597,61.6,2650,Gaiman,1.2,23,2916,397,2382,13.7,18.1,1.8,2011-01-03
562,4,103,177,2096,52.4,2185,Gaiman,0.0,42,1696,256,2164,10.9,16.9,4.3,2011-01-04
248,5,154,107,1107,45.7,2633,Gaiman,0.0,33,2702,358,2501,9.2,17.6,2.6,2011-01-05
695,3,133,138,1164,51.7,1592,Gaiman,0.0,48,2315,353,2772,6.4,17.7,1.6,2011-01-06
265,4,152,129,1677,57.1,2981,Gaiman,4.0,22,1081,226,1817,7.7,15.8,2.7,2011-01-07
694,2,177,130,1963,57.8,1839,Gaiman,0.2,20,2301,457,1077,6.4,14.1,3.2,2011-01-08
944,3,146,96,2603,35.8,1490,Gaiman,0.0,13,2536,288,1356,13.6,20.4,5.5,2011-01-09
198,4,142,109,2891,45.0,2634,Gaiman,0.0,32,1782,471,1631,11.9,18.8,5.3,2011-01-10
38,1,125,121,1122,44.5,2774,Gaiman,0.0,1,1122,245,2919,11.4,15.7,3.2,2011-01-11
16,1,96,124,2819,45.7,2605,Gaiman,0.0,37,2515,242,1134,10.9,16.6,5.3,2011-01-12
357,2,95,122,2573,46.3,2399,Gaiman,0.4,29,1066,385,2926,10.1,14.2,6.8,2011-01-13
897,1,176,151,1090,52.8,1797,Gaiman,0.0,11,1724,314,2572,8.4,13.9,2.6,2011-01-14
30,1,110,118,1319,59.7,1175,Gaiman,0.0,16,1532,263,1739,9.9,14.3,2.1,2011-01-15
286,1,139,93,1279,44.5,1843,Gaiman,0.0,30,2254,289,2443,6.4,13.4,5.5,2011-01-16
77,3,126,132,1862,52.9,2395,Gaiman,0.0,30,1446,407,1280,6.4,12.8,2.4,2011-01-17
496,4,163,166,1611,67.3,1471,Gaiman,2.0,25,2614,459,1116,7.7,12.5,4.0,2011-01-18
934,2,134,136,2522,46.2,2097,Gaiman,0.2,4,1508,311,1213,4.7,13.7,7.4,2011-01-19
407,1,139,141,1432,46.6,2038,Gaiman,0.0,34,2199,332,2371,13.7,16.9,7.1,2011-01-20
1,4,111,179,1284,57.1,2773,Gaiman,0.0,43,2909,457,2517,12.3,17.7,3.9,2011-01-21
608,3,99,99,1966,40.2,2579,Gaiman,0.0,7,2606,371,1362,16.4,21.6,10.8,2011-01-22
643,4,123,176,1251,54.0,2659,Gaiman,0.0,8,2120,364,1872,15.8,20.2,5.1,2011-01-23
863,2,152,178,1971,41.9,2110,Gaiman,0.0,42,2302,345,2397,12.2,18.4,5.5,2011-01-24
656,5,130,157,2542,42.5,2099,Gaiman,0.0,23,2788,249,2932,3.8,14.2,1.6,2011-01-25
141,5,106,175,2203,49.4,2039,Gaiman,0.0,23,2327,244,2247,9.1,16.7,2.3,2011-01-26
285,2,133,96,2626,48.1,1333,Gaiman,0.0,27,1736,234,1643,11.4,14.9,3.9,2011-01-27
970,3,142,93,2216,41.4,1631,Gaiman,0.0,29,1671,343,2043,9.7,14.6,5.5,2011-01-28
960,1,141,145,1897,55.3,1759,Gaiman,0.0,45,1530,311,1771,12.4,16.6,5.3,2011-01-29
166,5,171,153,2023,52.2,1554,Gaiman,0.0,41,1202,397,1303,10.4,14.4,6.0,2011-01-30
40,3,123,142,2070,46.8,2215,Gaiman,0.0,19,2930,345,1585,6.9,13.0,4.8,2011-01-31
489,1,178,115,2704,56.3,2178,Gaiman,0.2,18,2909,301,1958,7.8,12.3,1.9,2011-02-01
193,1,135,117,2441,57.8,2274,Gaiman,0.0,28,1459,339,1585,4.6,12.6,4.5,2011-02-02
449,2,134,110,1436,50.2,1083,Gaiman,0.0,2,2258,207,2314,9.7,13.8,5.1,2011-02-03
919,4,97,104,1703,43.7,1185,Gaiman,0.0,14,2538,323,1910,9.4,13.6,6.8,2011-02-04
626,4,99,92,1996,46.4,2498,Gaiman,0.0,15,2977,368,1707,8.5,13.7,7.9,2011-02-05
962,5,155,152,1032,52.8,2987,Gaiman,0.0,37,2201,430,2302,10.1,16.7,4.8,2011-02-06
738,4,139,137,2333,51.3,2899,Gaiman,0.0,14,1774,408,2579,7.1,17.9,3.1,2011-02-07
488,3,108,133,1499,61.4,1198,Gaiman,0.0,12,1892,312,1399,8.0,17.9,1.4,2011-02-08
966,2,128,169,1781,69.2,1328,Gaiman,0.0,4,1959,212,1488,7.7,16.6,1.1,2011-02-09
803,4,118,100,1129,63.7,2833,Gaiman,0.0,30,1120,409,1210,8.1,17.3,0.8,2011-02-10
87,5,151,134,1500,48.5,2711,Gaiman,0.0,28,1681,484,2954,8.7,19.9,1.1,2011-02-11
762,2,172,101,2453,53.5,1636,Gaiman,0.0,23,1490,492,2405,10.9,16.4,2.6,2011-02-12
282,3,178,116,1101,43.9,1102,Gaiman,0.0,44,2501,367,1907,9.9,14.7,6.8,2011-02-13
295,5,133,133,1125,46.9,1885,Gaiman,0.0,21,2981,429,1365,15.3,18.8,7.6,2011-02-14
717,4,146,95,2022,50.8,2139,Gaiman,0.2,35,2323,401,2512,11.9,16.9,5.0,2011-02-15
988,3,162,98,2080,56.0,2805,Gaiman,0.0,28,2993,410,1123,5.3,11.4,2.1,2011-02-16
808,5,137,141,1215,45.8,1193,Gaiman,0.0,2,1541,463,2454,4.9,13.5,2.3,2011-02-17
270,4,171,111,1853,61.2,1956,Gaiman,0.0,22,1323,402,2923,3.4,14.1,1.3,2011-02-18
617,2,91,126,2761,63.1,2313,Gaiman,0.0,4,2119,377,1635,8.4,16.4,0.8,2011-02-19
650,4,143,132,2715,51.6,1821,Gaiman,0.0,41,2456,214,2723,8.3,17.9,1.0,2011-02-20
628,1,140,92,2669,72.3,1830,Gaiman,1.6,37,1001,237,1939,11.8,17.2,0.2,2011-02-21
871,3,172,149,2235,76.1,2225,Gaiman,16.0,16,1555,214,2573,10.3,13.6,0.5,2011-02-22
935,4,144,167,1244,80.9,2870,Gaiman,1.2,21,2067,282,2189,9.5,13.1,0.3,2011-02-23
71,2,158,179,2112,68.1,1874,Gaiman,0.0,45,2904,472,2651,6.4,14.1,1.4,2011-02-24
663,1,121,101,2214,46.2,1221,Gaiman,0.0,29,2404,468,2106,5.8,16.1,4.8,2011-02-25
804,4,176,101,1339,62.3,1030,Gaiman,0.0,41,2579,379,1976,4.1,10.8,0.6,2011-02-26
684,5,115,174,2783,69.9,1453,Gaiman,0.2,2,2955,427,1177,10.1,16.4,1.6,2011-02-27
868,2,178,94,1107,67.5,1387,Gaiman,0.0,46,1439,338,1743,13.1,17.2,1.4,2011-02-28
802,2,123,136,2952,67.0,1048,Gaiman,0.0,40,1682,321,2373,7.3,14.2,1.9,2011-03-01
763,2,138,149,2383,57.6,2965,Gaiman,0.0,43,1951,464,1753,4.2,12.6,2.4,2011-03-02
502,1,144,100,1145,54.0,1770,Gaiman,0.0,11,1037,498,1622,9.2,15.5,4.5,2011-03-03
2,4,136,118,2883,71.9,2355,Gaiman,0.0,39,1552,416,1443,6.0,14.1,1.0,2011-03-04
745,5,159,110,1571,73.3,2045,Gaiman,0.0,41,1878,384,1029,5.8,13.3,0.8,2011-03-05
377,2,104,168,1596,49.1,1552,Gaiman,0.0,36,1456,436,2634,8.7,17.8,4.2,2011-03-06
337,3,128,165,1765,49.6,1714,Gaiman,0.0,49,2862,424,2166,8.6,15.2,3.9,2011-03-07
246,5,166,171,2614,63.9,2927,Gaiman,0.0,24,2203,367,2991,8.4,14.6,1.1,2011-03-08
119,5,140,99,2615,49.2,1341,Gaiman,0.0,45,1414,292,1013,12.6,17.3,7.4,2011-03-09
924,5,110,129,2120,52.5,2517,Gaiman,0.2,30,2112,366,2142,9.7,12.9,4.7,2011-03-10
784,5,167,101,2841,56.1,1610,Gaiman,0.0,29,2000,386,1983,5.7,10.2,2.1,2011-03-11
328,4,142,177,2490,46.5,2939,Gaiman,0.0,9,1546,264,2924,6.1,10.7,4.5,2011-03-12
723,1,154,157,1998,57.3,1748,Gaiman,0.0,50,2474,488,1388,6.4,11.4,1.8,2011-03-13
71,3,144,157,2502,85.0,2820,Gaiman,5.8,23,2639,379,2481,7.0,9.9,0.3,2011-03-14
386,1,153,109,2358,68.8,1437,Gaiman,1.6,5,1658,453,2793,8.7,12.1,2.3,2011-03-15
77,3,129,168,2303,56.4,2825,Gaiman,0.4,20,2756,370,2588,9.1,12.6,3.9,2011-03-16
665,5,140,103,1509,48.0,2079,Gaiman,0.0,41,2057,486,2596,5.7,11.9,5.3,2011-03-17
58,1,146,154,2684,55.8,2300,Gaiman,0.0,7,2275,355,2514,9.7,13.7,4.7,2011-03-18
578,2,132,111,1327,56.5,2924,Gaiman,0.8,1,1379,276,2539,8.7,14.2,4.7,2011-03-19
548,4,96,124,2084,50.6,1117,Gaiman,0.0,7,1271,232,1269,3.9,12.6,2.9,2011-03-20
306,4,108,145,1836,55.9,1322,Gaiman,0.0,44,1898,494,2855,5.3,11.6,4.0,2011-03-21
462,1,166,131,2599,54.1,1151,Gaiman,0.0,15,2305,233,2629,4.1,8.9,4.0,2011-03-22
176,5,179,137,1168,49.2,2886,Gaiman,0.0,15,2823,347,2489,8.2,12.4,4.8,2011-03-23
963,3,113,151,2602,57.9,1856,Gaiman,0.0,15,2566,415,1457,7.1,13.8,2.7,2011-03-24
881,5,155,90,2793,46.7,2111,Gaiman,0.0,2,1709,435,2496,4.6,10.1,3.5,2011-03-25
961,2,153,133,2200,47.7,2872,Gaiman,0.0,42,2378,462,1287,1.9,8.9,4.3,2011-03-26
339,2,173,125,2266,40.0,2581,Gaiman,0.0,36,1378,228,2670,9.2,12.7,6.8,2011-03-27
848,5,115,99,1917,51.6,2583,Gaiman,0.0,12,1138,274,2258,10.4,15.2,5.3,2011-03-28
672,4,97,108,1629,49.4,2280,Gaiman,2.2,22,2646,292,2132,9.8,13.2,5.0,2011-03-29
877,4,102,106,1802,53.6,1343,Gaiman,5.0,35,1486,251,1869,6.9,10.6,4.8,2011-03-30
734,4,169,121,2388,41.4,2284,Gaiman,0.0,10,2493,385,1001,5.4,10.2,6.6,2011-03-31
531,5,91,93,2706,56.9,1183,Gaiman,0.0,38,2237,383,1466,2.2,10.6,3.1,2011-04-01
34,4,126,113,2284,50.7,2209,Gaiman,0.0,33,1080,456,1411,7.6,13.5,4.8,2011-04-02
143,1,167,178,1775,42.0,2963,Gaiman,0.0,31,1229,404,1388,6.2,10.3,6.3,2011-04-03
282,5,168,146,1956,54.0,2718,Gaiman,0.0,34,1216,229,2543,8.3,13.4,7.4,2011-04-04
472,2,137,103,2654,49.2,1469,Gaiman,0.0,22,1169,293,1988,13.1,17.3,5.1,2011-04-05
168,4,103,110,2407,47.3,1185,Gaiman,0.0,48,2250,257,1962,10.9,15.6,6.8,2011-04-06
524,4,146,151,1784,47.0,1687,Gaiman,0.0,43,2613,277,2233,8.2,13.0,4.2,2011-04-07
354,5,111,171,2729,46.3,1265,Gaiman,0.0,38,1531,443,1663,7.3,14.1,2.3,2011-04-08
311,2,167,142,2059,51.4,1714,Gaiman,0.0,16,2452,472,2919,5.7,14.1,0.6,2011-04-09
688,2,164,110,2414,64.6,2473,Gaiman,0.0,20,1454,486,2139,4.3,12.6,2.6,2011-04-10
644,5,111,167,2490,51.0,1919,Gaiman,0.0,16,1324,261,1307,5.3,12.7,2.9,2011-04-11
834,5,100,126,1047,72.4,2580,Gaiman,0.0,23,1003,232,1160,2.2,7.7,0.6,2011-04-12
36,3,173,165,2693,84.1,1094,Gaiman,12.0,7,2300,421,1252,4.5,7.2,0.3,2011-04-13
112,3,115,115,1893,67.2,2013,Gaiman,0.0,9,1244,226,1636,1.3,7.0,2.7,2011-04-14
119,3,143,178,1274,56.6,2164,Gaiman,0.0,42,1475,284,1877,-1.6,7.0,3.2,2011-04-15
261,4,157,97,1443,62.1,1482,Gaiman,0.0,40,1061,377,1416,3.3,9.1,1.8,2011-04-16
816,2,167,131,1965,46.5,2759,Gaiman,0.0,23,1503,366,1075,9.8,12.7,6.1,2011-04-17
322,2,101,163,2929,47.9,1775,Gaiman,0.0,19,2771,395,2435,14.6,16.3,8.2,2011-04-18
874,4,91,147,1723,43.9,1716,Gaiman,0.0,11,2204,289,2799,8.4,13.7,5.5,2011-04-19
134,2,105,112,1865,49.0,2880,Gaiman,0.0,25,1881,365,2140,4.9,9.5,2.6,2011-04-20
194,4,158,127,2081,64.8,2231,Gaiman,0.4,13,2285,479,2547,5.7,9.9,2.4,2011-04-21
694,2,133,143,1008,46.3,1272,Gaiman,0.0,1,1503,301,1425,6.3,8.8,6.3,2011-04-22
605,4,157,123,1756,68.6,2982,Gaiman,12.4,41,1935,432,1247,4.7,9.2,2.7,2011-04-23
85,1,94,138,2539,50.3,1552,Gaiman,0.2,21,1825,407,1445,5.1,8.6,6.6,2011-04-24
128,2,170,106,2775,58.5,1615,Gaiman,0.0,5,1717,447,2897,4.2,12.5,4.3,2011-04-25
296,5,112,138,2220,54.2,1019,Gaiman,0.0,50,2180,365,1625,8.3,13.6,6.8,2011-04-26
704,3,129,125,1258,47.1,1571,Gaiman,0.0,39,1204,367,2256,4.3,9.3,3.4,2011-04-27
274,1,146,179,1655,56.2,1402,Gaiman,0.0,38,2010,477,1683,2.6,9.6,3.4,2011-04-28
